festival,festivalLabel,countryLabel,coord,genreLabel,setlist_fm_festival_ID,identificador_MusicBrainz_de_serie
http://www.wikidata.org/entity/Q3938019,Sfinks Festival,Bélgica,Point(4.493 51.162),,,
http://www.wikidata.org/entity/Q3995827,Flevo Festival,Países Bajos,Point(6.09722222 52.20305556),,,
http://www.wikidata.org/entity/Q4079242,Bath Festival of Blues and Progressive Music,Reino Unido,Point(-2.546 51.193),blues,,
http://www.wikidata.org/entity/Q4079242,Bath Festival of Blues and Progressive Music,Reino Unido,Point(-2.546 51.193),rock,,
http://www.wikidata.org/entity/Q4274265,Hollywood Music Festival,Reino Unido,Point(-2.3 53.0),,,
http://www.wikidata.org/entity/Q4306610,Music Academy of the West,Estados Unidos,Point(-119.648888888 34.419444444),,,
http://www.wikidata.org/entity/Q4346184,Q4346184,,Point(6.51953 52.00364),,,
http://www.wikidata.org/entity/Q4483241,Q4483241,Rusia,Point(53.45811667 49.66091667),,,
http://www.wikidata.org/entity/Q4566944,Traena Music Festival,Noruega,Point(12.1 66.50194444),,,
http://www.wikidata.org/entity/Q4583956,Vinjerock,Noruega,Point(8.2975 61.3739),,,
http://www.wikidata.org/entity/Q4644337,80/35 Music Festival,Estados Unidos,Point(-93.6346 41.5853),,63d69a1b,
http://www.wikidata.org/entity/Q4691231,Agape Music Festival,Estados Unidos,Point(-89.4082 38.8927),,,
http://www.wikidata.org/entity/Q4724297,Algoma Fall Festival,Canadá,Point(-84.3265 46.5089),,,
http://www.wikidata.org/entity/Q4744481,Harrisburg Independence Day Celebration,Estados Unidos,Point(-76.8933 40.268),,,
http://www.wikidata.org/entity/Q4780995,Appel Farm Arts and Music Festival,Estados Unidos,Point(-75.1997 39.5801),,,
http://www.wikidata.org/entity/Q4813636,Athfest,Estados Unidos,Point(-83.38 33.958444444),,,
http://www.wikidata.org/entity/Q4816495,Atlantic Music Festival,Estados Unidos,Point(-69.6611 44.5639),,,
http://www.wikidata.org/entity/Q4818869,Atwood Music Festival,Estados Unidos,Point(-90.084318 31.550777),,,
http://www.wikidata.org/entity/Q4823574,Australia Day Live Concert,Australia,Point(149.125 -35.308),pop,,
