id,parent_area_id,child_area_id
24975,104279,25214
104741,104733,104910
6131,2968,6365
10375,426,10610
6173,2975,6407
9895,424,10129
6222,2971,6456
10405,420,10640
11842,893,12080
10687,397,10923
12506,361,12744
12510,368,12748
13174,4623,13412
12928,482,13166
14713,4638,14952
368,203,608
409,14,649
369,203,609
370,203,610
371,203,611
410,14,650
372,203,612
373,57,613
435,99,675
374,57,614
411,14,651
375,57,615
376,57,616
377,57,617
412,14,652
378,30,618
379,30,619
380,30,620
413,14,653
381,30,621
382,30,622
436,99,676
383,30,623
414,99,654
384,30,624
385,30,625
386,30,626
415,99,655
387,30,627
388,30,628
449,103,689
389,30,629
416,99,656
390,30,630
391,30,631
437,99,677
392,30,632
417,99,657
393,30,633
394,30,634
395,30,635
418,99,658
396,30,636
397,30,637
398,30,638
419,99,659
399,30,639
400,30,640
438,99,678
401,30,641
420,99,660
402,30,642
403,30,643
404,30,644
421,99,661
405,14,645
406,14,646
461,10,701
407,14,647
422,99,662
408,14,648
439,99,679
423,99,663
450,103,690
424,99,664
440,99,680
425,99,665
426,99,666
427,99,667
441,99,681
428,99,668
429,99,669
430,99,670
451,103,691
431,99,671
432,99,672
476,10,716
433,99,673
452,103,692
434,99,674
442,99,682
462,10,702
443,99,683
453,10,693
444,99,684
445,99,685
446,99,686
454,10,694
447,99,687
448,99,688
469,10,709
455,10,695
463,10,703
456,10,696
457,10,697
458,10,698
464,10,704
459,10,699
460,10,700
473,10,713
465,10,705
470,10,710
466,10,706
467,10,707
468,10,708
471,10,711
474,10,714
472,10,712
475,10,715
477,97,717
16502,4613,16742
480,97,720
479,97,719
481,97,721
482,97,722
4823,2005,5057
483,97,723
29437,767,29679
488,97,728
489,97,729
491,97,731
492,97,732
484,731,724
487,742,727
486,732,726
485,728,725
490,729,730
2224,176,2458
5309,2197,5543
494,97,734
2528,100,2762
495,97,735
2278,142,2512
2356,229,2590
2857,234,3091
2371,229,2605
2581,146,2815
2413,116,2647
2471,208,2705
2473,208,2707
2635,1,2869
2482,208,2716
3206,121,3440
2638,1,2872
2893,6,3127
2642,1,2876
2654,1,2888
2658,115,2892
2919,35,3153
2720,102,2954
2762,108,2996
3594,432,3828
2780,195,3014
2979,49,3213
2789,130,3023
2854,204,3088
3208,121,3442
2991,52,3225
3033,3,3267
3086,63,3320
3260,136,3494
3098,63,3332
3104,66,3338
3898,2838,4132
3114,68,3348
3272,136,3506
3183,119,3417
3598,435,3832
3340,156,3574
3415,192,3649
3481,213,3715
3599,432,3833
3551,238,3785
4352,2763,4586
3585,432,3819
3914,1795,4148
3933,3136,4167
4824,502,5058
3673,432,3907
3960,3138,4194
4395,1875,4629
4011,1796,4245
24977,104274,25216
3732,432,3966
3738,435,3972
4882,505,5116
3644,1178,3878
4114,1815,4348
3668,1178,3902
3787,432,4021
4440,1892,4674
3700,4023,3934
3678,4025,3912
32819,4384,33061
29438,773,29680
36411,4401,36653
3858,2838,4092
3888,2842,4122
3889,2838,4123
4497,3015,4731
4222,3375,4456
4234,3379,4468
4275,2211,4509
4575,3030,4809
4340,2766,4574
4939,464,5173
4582,3026,4816
4629,2845,4863
5574,288,5808
4686,2788,4920
24953,104361,25192
4763,3759,4997
493,723,733
4147,116622,4381
4189,116622,4423
5319,3080,5553
24501,104271,24740
24963,104296,25202
21888,104366,22130
5367,2986,5601
5549,102625,5783
5126,2961,5360
5909,2977,6143
5172,2971,5406
5405,496,5639
5186,490,5420
5641,2976,5875
5477,2972,5711
5731,2963,5965
5514,2966,5748
5658,503,5892
5754,2983,5988
5666,500,5900
5735,2972,5969
5675,1231,5909
5751,2983,5985
5822,2975,6056
5816,499,6050
9290,665,9524
6115,2970,6349
9897,423,10131
6174,2975,6408
9927,425,10161
9938,420,10172
10376,424,10611
9942,414,10176
13175,4623,13413
10688,391,10924
4825,493,5059
5663,2979,5897
4883,228,5117
2225,176,2459
500,97,740
5242,502,5476
4940,1825,5174
2279,142,2513
502,97,742
2529,100,2763
2357,229,2591
2414,116,2648
2472,208,2706
2583,25,2817
2858,234,3092
2596,25,2830
2636,1,2870
2677,225,2911
2920,35,3154
2698,17,2932
2721,102,2955
3207,121,3441
2748,101,2982
2980,49,3214
2790,130,3024
2794,130,3028
3009,37,3243
3035,3,3269
3222,144,3456
3088,63,3322
3115,68,3349
3159,110,3393
3275,128,3509
3185,119,3419
3341,156,3575
3419,192,3653
3608,432,3842
3482,213,3716
3586,432,3820
3899,2839,4133
3630,434,3864
3901,2841,4135
4353,691,4587
3916,1795,4150
3929,3141,4163
3733,432,3967
496,720,736
3742,432,3976
3961,3135,4195
3780,432,4014
3785,435,4019
4396,1888,4630
3671,1178,3905
4012,1796,4246
3703,4022,3937
3788,432,4022
3701,4025,3935
4026,1798,4260
40477,4415,40719
29439,773,29681
3861,2842,4095
4058,1797,4292
4441,1892,4675
4091,1818,4325
498,722,738
4482,1873,4716
4153,1837,4387
4975,502,5209
4498,3015,4732
4225,3378,4459
4277,2211,4511
4342,2762,4576
81971,102490,82215
5052,102562,5286
5059,102871,5293
6146,103093,6380
6066,103450,6300
6025,103567,6259
119418,3820,119519
501,752,741
4576,3029,4810
4631,2848,4865
4637,1631,4871
499,758,739
4148,116621,4382
4689,2780,4923
5575,500,5809
4707,2789,4941
117418,5141,117547
4710,2788,4944
4766,3759,5000
5323,2970,5557
4814,3761,5048
24683,104316,24922
4815,3761,5049
497,749,737
24847,104261,25086
24868,104353,25107
5406,4285,5640
5119,4868,5353
5146,496,5380
5187,502,5421
5409,498,5643
5643,500,5877
104742,104733,104925
5481,2972,5715
5769,2980,6003
5483,2981,5717
5647,499,5881
5690,2981,5924
5655,4265,5889
5752,2983,5986
5715,418,5949
5763,2958,5997
5755,492,5989
5819,2975,6053
5820,2969,6054
5910,2959,6144
5928,2965,6162
5936,2966,6170
5937,2974,6171
5947,2966,6181
5948,2965,6182
6027,2958,6261
6068,496,6302
106452,4356,106628
9291,665,9525
3818,1713,4052
10377,423,10612
544,98,784
4826,4695,5060
545,98,785
570,175,810
509,97,749
546,98,786
512,97,752
547,98,787
514,97,754
587,175,827
515,97,755
548,98,788
516,97,756
571,175,811
518,97,758
549,5,789
520,171,760
521,171,761
550,5,790
522,171,762
523,171,763
524,171,764
551,5,791
525,171,765
526,171,766
572,175,812
527,171,767
552,5,792
528,171,768
529,171,769
530,171,770
553,5,793
531,171,771
532,171,772
604,175,844
533,171,773
534,171,774
535,171,775
573,175,813
536,171,776
555,5,795
537,171,777
538,171,778
539,171,779
556,123,796
541,98,781
588,175,828
542,98,782
557,123,797
543,98,783
574,175,814
558,123,798
559,123,799
575,175,815
560,123,800
561,123,801
598,175,838
562,123,802
576,175,816
563,123,803
564,123,804
589,175,829
565,123,805
577,175,817
566,175,806
567,175,807
568,175,808
578,175,818
5007,102996,5241
569,175,809
579,175,819
590,175,830
580,175,820
581,175,821
582,175,822
591,175,831
583,175,823
584,175,824
599,175,839
585,175,825
592,175,832
586,175,826
593,175,833
594,175,834
600,175,840
595,175,835
596,175,836
605,175,845
597,175,837
601,175,841
611,44,851
602,175,842
606,175,846
603,175,843
609,44,849
607,175,847
608,44,848
613,44,853
610,44,850
612,44,852
615,44,855
614,44,854
616,44,856
617,44,857
618,44,858
619,44,859
620,44,860
621,44,861
622,44,862
623,44,863
624,44,864
625,44,865
626,44,866
638,44,878
519,758,759
513,735,753
506,755,746
507,734,747
510,754,750
505,728,745
504,723,744
508,729,748
511,740,751
503,717,743
627,44,867
669,132,909
628,44,868
629,44,869
630,44,870
670,132,910
631,44,871
632,44,872
633,44,873
671,132,911
634,44,874
635,44,875
691,132,931
636,44,876
672,132,912
637,44,877
639,205,879
640,205,880
673,132,913
641,205,881
642,205,882
643,205,883
674,132,914
644,205,884
645,205,885
692,132,932
646,205,886
675,132,915
647,205,887
648,205,888
649,205,889
676,132,916
650,205,890
651,205,891
707,132,947
652,205,892
677,132,917
653,205,893
654,205,894
693,132,933
655,205,895
678,132,918
656,205,896
657,205,897
658,205,898
679,132,919
659,205,899
660,205,900
661,205,901
694,132,934
662,132,902
663,132,903
664,132,904
695,132,935
665,132,905
666,132,906
708,132,948
667,132,907
696,132,936
668,132,908
680,132,920
681,132,921
697,132,937
682,132,922
683,132,923
718,132,958
684,132,924
698,132,938
685,132,925
686,132,926
709,132,949
687,132,927
688,132,928
689,132,929
710,132,950
690,132,930
699,132,939
726,132,966
700,132,940
711,132,951
701,132,941
702,132,942
719,132,959
703,132,943
704,132,944
705,132,945
720,132,960
706,132,946
712,132,952
713,132,953
734,26,974
714,132,954
721,132,961
715,132,955
716,132,956
727,132,967
717,132,957
722,132,962
732,26,972
723,132,963
728,132,968
724,132,964
725,132,965
729,132,969
730,26,970
740,43,980
731,26,971
735,26,975
733,26,973
737,26,977
736,26,976
739,43,979
738,26,978
741,43,981
742,43,982
743,43,983
744,43,984
745,43,985
746,43,986
747,43,987
748,43,988
749,43,989
750,43,990
751,43,991
2226,176,2460
752,43,992
2530,100,2764
753,43,993
794,62,1034
754,47,994
755,47,995
756,47,996
795,62,1035
757,47,997
758,47,998
820,92,1060
759,47,999
796,62,1036
760,47,1000
761,47,1001
762,47,1002
797,62,1037
763,47,1003
764,47,1004
837,167,1077
765,47,1005
798,62,1038
766,47,1006
767,47,1007
821,167,1061
768,47,1008
799,62,1039
769,47,1009
770,47,1010
771,47,1011
800,62,1040
772,47,1012
773,47,1013
774,47,1014
801,62,1041
775,47,1015
776,47,1016
822,167,1062
777,47,1017
802,62,1042
778,47,1018
779,47,1019
780,47,1020
803,62,1043
781,47,1021
782,47,1022
854,166,1094
783,47,1023
804,62,1044
784,47,1024
785,47,1025
823,167,1063
786,47,1026
805,62,1045
787,62,1027
788,62,1028
789,62,1029
806,62,1046
790,62,1030
791,62,1031
838,167,1078
792,62,1032
807,62,1047
793,62,1033
824,167,1064
808,62,1048
809,62,1049
825,167,1065
810,62,1050
811,92,1051
848,166,1088
812,92,1052
826,167,1066
813,92,1053
814,92,1054
839,167,1079
815,92,1055
827,167,1067
816,92,1056
817,92,1057
818,92,1058
828,167,1068
819,92,1059
829,167,1069
840,167,1080
830,167,1070
831,167,1071
832,167,1072
841,167,1081
833,167,1073
834,167,1074
849,166,1089
118035,102643,118147
842,167,1082
119780,478,116867
843,167,1083
844,167,1084
850,166,1090
845,167,1085
846,167,1086
855,166,1095
847,166,1087
851,166,1091
861,166,1101
852,166,1092
856,166,1096
853,166,1093
859,166,1099
857,166,1097
858,166,1098
863,166,1103
860,166,1100
862,166,1102
865,199,1105
864,166,1104
866,199,1106
867,199,1107
868,199,1108
869,199,1109
870,199,1110
871,199,1111
872,199,1112
873,199,1113
874,199,1114
875,224,1115
876,224,1116
2859,234,3093
877,224,1117
3209,121,3443
878,224,1118
919,9,1159
879,224,1119
880,224,1120
881,224,1121
920,9,1160
882,224,1122
883,224,1123
945,16,1186
884,224,1124
921,9,1161
885,224,1125
886,224,1126
887,224,1127
922,9,1162
888,224,1128
889,224,1129
962,16,1203
890,224,1130
923,9,1163
891,224,1131
892,224,1132
946,16,1187
893,224,1133
924,9,1164
894,228,1134
895,228,1135
896,228,1136
925,9,1165
897,228,1137
898,228,1138
899,228,1139
926,9,1166
900,228,1140
901,228,1141
947,16,1188
902,228,1142
927,19,1167
903,228,1143
904,228,1144
905,228,1145
928,19,1168
906,228,1146
907,228,1147
979,51,1219
908,228,1148
929,19,1169
909,228,1149
910,228,1150
948,16,1189
911,228,1151
930,19,1170
912,228,1152
913,228,1153
914,228,1154
931,19,1171
915,228,1155
916,228,1156
963,16,1204
917,228,1157
932,19,1172
918,228,1158
949,16,1190
933,19,1173
934,19,1174
950,16,1191
935,19,1175
936,19,1176
973,22,1213
937,19,1177
951,16,1192
938,16,1179
939,16,1180
964,432,1178
940,16,1181
952,16,1193
941,16,1182
942,16,1183
943,16,1184
953,16,1194
944,16,1185
954,16,1195
965,16,1205
955,16,1196
956,16,1197
957,16,1198
966,16,1206
958,16,1199
959,16,1200
974,22,1214
960,16,1201
967,16,1207
961,16,1202
968,16,1208
9292,665,9527
969,16,1209
975,22,1215
970,22,1210
971,22,1211
980,51,1220
972,22,1212
976,51,1216
986,54,1226
977,51,1217
981,51,1221
978,51,1218
982,51,1222
983,54,1223
988,54,1228
985,54,1225
987,54,1227
989,54,1229
990,54,1230
991,54,1231
992,54,1232
993,54,1233
994,54,1234
996,54,1236
995,54,1235
997,54,1237
998,59,1238
999,59,1239
1000,59,1240
2227,176,2461
1001,59,1241
1002,59,1242
2531,100,2765
1003,59,1243
2228,176,2462
2280,142,2514
2358,229,2592
2532,100,2766
2417,116,2651
2480,208,2714
2584,25,2818
2860,234,3094
2637,1,2871
2722,102,2956
2921,35,3155
2791,130,3025
24863,104388,25102
3596,432,3830
2932,23,3166
3210,121,3444
3036,3,3270
3900,2840,4134
3089,63,3323
3225,144,3459
3090,63,3324
3186,119,3420
3227,144,3461
4354,692,4588
3261,136,3495
3276,145,3510
3962,3249,4196
3279,145,3513
3675,432,3909
3342,156,3576
3420,192,3654
3483,213,3717
3970,3248,4204
3509,207,3743
3587,432,3821
3588,434,3822
3980,3249,4214
4397,1876,4631
4014,1796,4248
4051,1808,4285
3734,432,3968
4827,501,5061
3752,432,3986
4092,1810,4326
3672,1178,3906
3681,4021,3915
4442,1892,4676
3697,4021,3931
4137,1850,4371
3704,4021,3938
3789,432,4023
3686,4024,3920
32820,4389,33062
36412,4401,36654
3862,2843,4096
3863,2839,4097
3868,2839,4102
4499,3015,4733
3869,2840,4103
4226,3378,4460
4237,3379,4471
4577,3030,4811
4278,2209,4512
4343,2768,4577
4831,539,5065
4579,3026,4813
4884,673,5118
4633,1630,4867
4692,2786,4926
4698,2782,4932
4942,4325,5176
4767,3759,5001
5513,504,5747
5008,468,5242
5054,502,5288
5821,2986,6055
6094,104274,6328
5576,306,5810
5131,2961,5365
5188,505,5422
5235,500,5469
5645,2959,5879
5243,493,5477
5308,394,5542
6175,2975,6409
5324,403,5558
5671,2980,5905
5353,498,5587
24574,104294,24813
5830,2964,6064
5482,2961,5716
5704,823,5938
24976,104306,25215
6272,104423,6506
5718,396,5952
5847,2958,6081
5757,2985,5991
5914,2970,6148
5774,2960,6008
104743,104733,104926
6363,2977,6597
6339,2976,6573
6294,2968,6528
6295,2961,6529
6366,2969,6600
6387,2981,6621
6399,2985,6633
6435,2963,6669
6482,2977,6716
6491,2963,6725
6599,2959,6833
6504,2980,6738
6607,2981,6841
6669,380,6903
6646,2961,6880
6693,504,6927
11843,546,12081
6700,490,6934
13176,4623,13414
1004,59,1244
1005,59,1245
1006,59,1246
2229,176,2463
2281,142,2515
2533,100,2767
2282,142,2516
2359,229,2593
2365,229,2599
2585,25,2819
2418,116,2652
2434,208,2668
2861,234,3095
2484,208,2718
2639,1,2873
2724,101,2958
2797,161,3031
2922,35,3156
2802,161,3036
2803,161,3037
3211,121,3445
3037,3,3271
3039,3,3273
3233,127,3467
3040,3,3274
3052,3,3286
3597,432,3831
3092,63,3326
3277,145,3511
3188,119,3422
3278,145,3512
3284,145,3518
3302,155,3536
3343,156,3577
6279,104187,6513
5708,103416,5942
6029,103479,6263
3902,2843,4136
3422,192,3656
3736,434,3970
3484,213,3718
3963,3248,4197
3589,1178,3823
3790,432,4024
21820,104354,22062
4355,691,4589
4156,116625,4390
4149,116629,4383
24593,104302,24832
4015,1796,4249
3864,2840,4098
4083,1820,4317
117419,117547,117548
4093,1816,4327
4398,1892,4632
4151,1835,4385
4828,770,5062
4224,3377,4458
4443,1891,4677
4227,3381,4461
4279,2209,4513
4346,2767,4580
4503,3017,4737
4578,3023,4812
4885,651,5119
4613,3509,4847
4625,2846,4859
4634,1631,4868
24496,104362,24735
4664,2776,4898
4693,2777,4927
5373,498,5607
4714,2779,4948
24869,104276,25108
4721,2776,4955
4768,3759,5002
5009,772,5243
5412,498,5646
104744,104733,104927
5055,491,5289
5761,2964,5995
5485,504,5719
5189,306,5423
5244,458,5478
5577,503,5811
5281,503,5515
5325,460,5559
5974,636,6208
5326,397,5560
5637,497,5871
5333,2978,5567
5762,2980,5996
5652,2965,5886
5824,2959,6058
5672,2961,5906
5677,2969,5911
5681,2972,5915
5915,402,6149
6031,2976,6265
5955,2970,6189
5957,2973,6191
5964,2980,6198
6370,2984,6604
6342,2973,6576
6177,2975,6411
6276,2971,6510
6348,2971,6582
6436,2965,6670
6443,2967,6677
6455,2970,6689
6492,2958,6726
6573,2970,6807
6593,2980,6827
6600,2964,6834
6608,2973,6842
6640,2960,6874
6642,2973,6876
6644,2958,6878
6654,2987,6888
120718,804,120799
6670,2971,6904
9901,424,10135
1007,59,1247
2231,176,2465
2283,142,2517
2534,100,2768
2361,229,2595
2395,36,2629
2419,116,2653
2586,25,2820
2483,208,2717
2485,208,2719
2862,234,3096
2486,208,2720
2640,1,2874
2725,101,2959
2750,101,2984
2866,234,3100
2799,161,3033
3212,144,3446
2923,35,3157
3280,145,3514
3038,3,3272
3044,3,3278
3600,432,3834
3093,63,3327
3292,147,3526
3189,119,3423
3344,156,3578
81972,103992,82216
6113,102893,6347
6225,102887,6459
5642,103357,5876
4945,103678,5179
3423,192,3657
3616,432,3850
3485,213,3719
3903,2843,4137
3487,213,3721
3590,434,3824
3905,2839,4139
3676,435,3910
4356,690,4590
3964,3249,4198
3737,432,3971
3670,1178,3904
3976,3249,4210
3706,4021,3940
3791,432,4025
90624,3640,90870
4018,1804,4252
3860,2839,4094
3866,2841,4100
4399,1886,4633
3892,2837,4126
4094,1810,4328
4829,2084,5063
4445,1877,4679
4170,1835,4404
4505,3017,4739
4229,3378,4463
4282,2210,4516
6032,2963,6266
4348,2767,4582
4581,3023,4815
4886,1281,5120
4635,1630,4869
4694,2789,4928
5298,504,5532
4771,3759,5005
4934,463,5168
4944,607,5178
5653,498,5887
4946,352,5180
5330,468,5564
24798,104357,25037
5010,380,5244
5022,4876,5256
5418,491,5652
24859,104350,25098
104745,104733,104928
24620,104384,24859
5446,2977,5680
5129,2961,5363
5135,2961,5369
5654,2980,5888
5190,491,5424
5447,2958,5681
5218,490,5452
5247,505,5481
5271,306,5505
5486,499,5720
5272,2971,5506
5522,498,5756
5664,504,5898
5578,495,5812
5581,306,5815
24857,104353,25096
5767,2983,6001
5826,2973,6060
5930,2978,6164
5114,104744,5348
5931,2972,6165
6344,2969,6578
6178,2975,6412
6181,2977,6415
6361,2971,6595
6356,2984,6590
6265,3738,6499
6278,2983,6512
6385,2985,6619
6438,2961,6672
6481,2977,6715
6494,2977,6728
6519,2961,6753
6536,2959,6770
6588,2978,6822
6604,2978,6838
6596,2958,6830
6637,2964,6871
6694,504,6928
6671,2964,6905
6711,490,6945
1008,60,1248
2232,176,2466
2284,142,2518
2535,32,2769
2362,229,2596
2420,116,2654
2487,208,2721
2582,146,2816
2863,234,3097
2587,25,2821
2644,1,2878
2691,220,2925
2924,35,3158
2726,101,2960
2800,161,3034
3213,144,3447
3045,3,3279
3096,63,3330
3216,144,3450
3190,119,3424
6118,102738,6352
6196,102984,6430
3231,127,3465
3281,145,3515
3285,145,3519
3634,432,3868
3290,147,3524
3904,2839,4138
3345,177,3579
3372,186,3606
3428,192,3662
3927,3136,4161
6226,104251,6460
3488,213,3722
4357,690,4591
3965,3249,4199
3739,434,3973
4194,116629,4428
3759,432,3993
3677,4023,3911
4020,1804,4254
3692,4024,3926
3792,432,4026
29441,777,29683
32821,4423,33063
4021,1804,4255
3829,1754,4063
4400,1887,4634
3870,2842,4104
4081,1826,4315
4095,1811,4329
4830,2179,5064
4152,1834,4386
4447,1882,4681
4161,1835,4395
4230,3377,4464
4283,2210,4517
4477,1878,4711
4329,2763,4563
4349,2768,4583
5558,500,5792
4507,3017,4741
4887,383,5121
4583,3029,4817
4636,1630,4870
4697,2782,4931
4889,493,5123
4772,3759,5006
4811,3761,5045
4947,4337,5181
5579,306,5813
5011,2364,5245
5058,2942,5292
5970,2978,6204
5123,2961,5357
5598,494,5832
5142,502,5376
5205,502,5439
5613,2971,5847
5233,3756,5467
5248,862,5482
5331,505,5565
24573,104369,24812
6672,104294,6906
5488,403,5722
5977,2958,6211
5494,493,5728
104746,104733,104929
5500,2979,5734
5548,306,5782
5747,2985,5981
24860,104356,25099
5768,490,6002
104788,104742,104971
5827,2986,6061
5836,2978,6070
5938,2970,6172
5945,2965,6179
25029,104363,25268
6359,2984,6593
6120,2964,6354
6182,2975,6416
6190,2964,6424
6228,496,6462
6376,2968,6610
6251,2983,6485
6033,104417,6267
6382,2966,6616
6280,3746,6514
6380,2975,6614
5661,104663,5895
6495,2977,6729
6439,2963,6673
6497,2983,6731
6501,2977,6735
6609,2958,6843
6602,2987,6836
6638,2959,6872
6695,504,6929
6712,502,6946
6735,490,6969
6751,500,6985
10378,425,10613
6757,502,6991
14715,4638,14954
1009,60,1249
1010,60,1250
1011,60,1251
2233,176,2467
1012,60,1252
1013,60,1253
1014,60,1254
2285,142,2519
1015,60,1255
1016,60,1256
2536,32,2770
1017,60,1257
2364,229,2598
1018,60,1258
1019,60,1259
6227,103645,6461
1020,60,1260
2421,116,2655
1021,60,1261
2423,116,2657
2588,25,2822
2488,208,2722
2864,234,3098
2646,1,2880
2668,225,2902
2727,101,2961
2926,23,3160
24858,104282,25097
